service_id,route_id,trip_id,direction_id,trip_headsign,block_id,shape_id
WK,BLUE,WK_160559,1,Nagole,WK_31601,BLUE2
WK,BLUE,WK_160560,1,Nagole,WK_34701,BLUE2
WK,BLUE,WK_160562,0,Raidurg,WK_30701,BLUE1
WK,BLUE,WK_160565,0,Raidurg,WK_37101,BLUE1
WK,BLUE,WK_160572,0,Raidurg,WK_31601,BLUE1
WK,BLUE,WK_160576,0,Raidurg,WK_34701,BLUE1
WK,BLUE,WK_160578,1,Nagole,WK_30801,BLUE2
WK,BLUE,WK_160580,1,Nagole,WK_34801,BLUE2
WK,BLUE,WK_160581,1,Nagole,WK_31001,BLUE2
WK,BLUE,WK_160582,1,Nagole,WK_34901,BLUE2
WK,BLUE,WK_160583,1,Nagole,WK_31901,BLUE2
WK,BLUE,WK_160584,1,Nagole,WK_35001,BLUE2
WK,BLUE,WK_160585,1,Nagole,WK_30301,BLUE2
WK,BLUE,WK_160586,1,Nagole,WK_35101,BLUE2
WK,BLUE,WK_160587,1,Nagole,WK_30401,BLUE2
WK,BLUE,WK_160588,1,Nagole,WK_31401,BLUE2
WK,BLUE,WK_160590,1,Nagole,WK_31701,BLUE2
WK,BLUE,WK_160601,1,Nagole,WK_30901,BLUE2
WK,BLUE,WK_160602,1,Nagole,WK_31801,BLUE2
WK,BLUE,WK_160603,1,Nagole,WK_30101,BLUE2
WK,BLUE,WK_160604,1,Nagole,WK_31201,BLUE2
WK,BLUE,WK_160605,1,Nagole,WK_30201,BLUE2
WK,BLUE,WK_160606,1,Nagole,WK_31301,BLUE2
WK,BLUE,WK_160607,1,Nagole,WK_32101,BLUE2
WK,BLUE,WK_160610,1,Nagole,WK_30501,BLUE2
WK,BLUE,WK_160614,0,Raidurg,WK_30101,BLUE1
WK,RED,WK_160616,1,Miyapur,WK_10101,RED2
